Window size measurements
4,32782370,
8,33998803,
16,34113858,
32,33543877,
64,34643912,
128,33827553,
Window size measurements (float)
4,35938128,
8,36392220,
16,36652995,
32,36857934,
64,37129310,
128,37266710,
Type measurements
double,33998803,
float,35002117
